NODO;VENDOR;VRF;INTERFACE;ESTADO
VBO2;CISCO;personal-abi2G;GigabitEthernet0/0//0.004;Up
ALM;JUNIPER;ACCESO;ge-0//8.3000;up
ALM;JUNIPER;ACCESO;ge-0//9.3000;up
ALM;JUNIPER;ACCESO;ge-0/2/8.3000;up
ALM;JUNIPER;ACCESO;ge-0/3/6.3000;up
ALM;JUNIPER;ACCESO;ge-0/3/7.3000;up
ALM;JUNIPER;ACCESO;ge-0/3/8.3000;up
ALM;JUNIPER;ACCESO;ge-/2/35.3000;up
ALM;JUNIPER;ACCESO;ge-/2/8.3000;up
ALM;JUNIPER;ACCESO;ge-/3/8.3000;up
ALM;JUNIPER;ACCESO;ge-/3/9.3000;up
ALM;JUNIPER;ACCESO;ge-0//8.00;up
ALM;JUNIPER;ACCESO;ge-0//9.00;up
ALM;JUNIPER;ACCESO;ge-0/2/8.00;up
ALM;JUNIPER;ACCESO;ge-0/3/6.00;up
ALM;JUNIPER;ACCESO;ge-0/3/7.00;up
ALM;JUNIPER;ACCESO;ge-0/3/8.00;up
ALM;JUNIPER;ACCESO;ge-/2/35.00;up
ALM;JUNIPER;ACCESO;ge-/2/8.00;up
ALM;JUNIPER;ACCESO;ge-/3/8.00;up
ALM;JUNIPER;ACCESO;ge-/3/9.00;up
ALM;JUNIPER;ACCESO;ge-0//8.002;up
ALM;JUNIPER;ACCESO;ge-0//9.002;up
ALM;JUNIPER;ACCESO;ge-0/2/8.002;up
ALM;JUNIPER;ACCESO;ge-0/3/6.002;up
ALM;JUNIPER;ACCESO;ge-0/3/7.002;up
ALM;JUNIPER;ACCESO;ge-0/3/8.002;up
ALM;JUNIPER;ACCESO;ge-/2/35.002;up
ALM;JUNIPER;ACCESO;ge-/2/8.002;up
ALM;JUNIPER;ACCESO;ge-/3/8.002;up
ALM;JUNIPER;ACCESO;ge-/3/9.002;up
ALM;JUNIPER;ACCESO;ge-0//8.003;up
ALM;JUNIPER;ACCESO;ge-0//9.003;up
ALM;JUNIPER;ACCESO;ge-0/2/8.003;up
ALM;JUNIPER;ACCESO;ge-0/3/6.003;up
ALM;JUNIPER;ACCESO;ge-0/3/7.003;up
ALM;JUNIPER;ACCESO;ge-0/3/8.003;up
ALM;JUNIPER;ACCESO;ge-/2/35.003;up
ALM;JUNIPER;ACCESO;ge-/2/8.003;up
ALM;JUNIPER;ACCESO;ge-/3/8.003;up
ALM;JUNIPER;ACCESO;ge-/3/9.003;up
ALM;JUNIPER;ACCESO;ge-0//8.004;up
ALM;JUNIPER;ACCESO;ge-0//9.004;up
ALM;JUNIPER;ACCESO;ge-0/2/8.004;up
ALM;JUNIPER;ACCESO;ge-0/3/6.004;up
ALM;JUNIPER;ACCESO;ge-0/3/7.004;up
ALM;JUNIPER;ACCESO;ge-0/3/8.004;up
ALM;JUNIPER;ACCESO;ge-/2/35.004;up
ALM;JUNIPER;ACCESO;ge-/2/8.004;up
ALM;JUNIPER;ACCESO;ge-/3/8.004;up
ALM;JUNIPER;ACCESO;ge-/3/9.004;up
ARE;JUNIPER;personal;ge-/0/6.3000;up
ARE;JUNIPER;personal;ge-/0/6.005;up
ARE;JUNIPER;personal;ge-/0/7.3000;up
ARE;JUNIPER;personal-SMME;ge-/0/6.00;up
ARE;JUNIPER;personal-SMME;ge-/0/6.006;up
ARE;JUNIPER;personal-SMME;ge-/0/7.00;up
ARE;JUNIPER;personal;ge-/0/6.002;up
ARE;JUNIPER;personal;ge-/0/6.007;up
ARE;JUNIPER;personal;ge-/0/7.002;up
ARE;JUNIPER;personal-iub-3G;ge-/0/6.003;up
ARE;JUNIPER;personal-iub-3G;ge-/0/6.008;up
ARE;JUNIPER;personal-iub-3G;ge-/0/7.003;up
ARE;JUNIPER;personal-abi2G;ge-/0/6.004;up
ARE;JUNIPER;personal-abi2G;ge-/0/6.009;up
ARE;JUNIPER;personal-abi2G;ge-/0/7.004;up
AVA;JUNIPER;personal;ge-/0/6.424;up
AVA;JUNIPER;personal;ge-/0/7.44;up
AVA;JUNIPER;personal;ge-/0/8.449;up
AVA;JUNIPER;personal;ge-/2/30.3000;up
AVA;JUNIPER;personal;ge-.3000;up
AVA;JUNIPER;personal;ge-/2/32.3000;up
AVA;JUNIPER;personal;ge-/2/33.3000;up
AVA;JUNIPER;personal;ge-/2/35.3000;down
AVA;JUNIPER;personal;ge-/2/39.3000;up
AVA;JUNIPER;personal;ge-0/0/6.429;up
AVA;JUNIPER;personal;ge-0/0/7.304;up
AVA;JUNIPER;personal;ge-0/0/8.49;up
AVA;JUNIPER;personal;ge-0/0/9.434;up
AVA;JUNIPER;personal-SMME;ge-/0/6.425;up
AVA;JUNIPER;personal-SMME;ge-/0/7.45;up
AVA;JUNIPER;personal-SMME;ge-/0/8.450;up
AVA;JUNIPER;personal-SMME;ge-/2/30.00;up
AVA;JUNIPER;personal-SMME;ge-.00;up
AVA;JUNIPER;personal-SMME;ge-/2/32.00;up
AVA;JUNIPER;personal-SMME;ge-/2/33.00;up
AVA;JUNIPER;personal-SMME;ge-/2/35.00;down
AVA;JUNIPER;personal-SMME;ge-/2/39.00;up
AVA;JUNIPER;personal-SMME;ge-0/0/6.430;up
AVA;JUNIPER;personal-SMME;ge-0/0/7.305;up
AVA;JUNIPER;personal-SMME;ge-0/0/8.420;up
AVA;JUNIPER;personal-SMME;ge-0/0/9.435;up
AVA;JUNIPER;personal;ge-/0/6.426;up
AVA;JUNIPER;personal;ge-/0/7.46;up
AVA;JUNIPER;personal;ge-/0/8.45;up
AVA;JUNIPER;personal;ge-/2/30.002;up
AVA;JUNIPER;personal;ge-.002;up
AVA;JUNIPER;personal;ge-/2/32.002;up
AVA;JUNIPER;personal;ge-/2/33.002;up
AVA;JUNIPER;personal;ge-/2/35.002;down
AVA;JUNIPER;personal;ge-/2/39.002;up
AVA;JUNIPER;personal;ge-0/0/6.43;up
AVA;JUNIPER;personal;ge-0/0/7.306;up
AVA;JUNIPER;personal;ge-0/0/8.42;up
AVA;JUNIPER;personal;ge-0/0/9.436;up
AVA;JUNIPER;personal-iub-3G;ge-/0/6.427;up
AVA;JUNIPER;personal-iub-3G;ge-/0/7.47;up
AVA;JUNIPER;personal-iub-3G;ge-/0/8.452;up
AVA;JUNIPER;personal-iub-3G;ge-/2/30.003;up
AVA;JUNIPER;personal-iub-3G;ge-.003;up
AVA;JUNIPER;personal-iub-3G;ge-/2/32.003;up
AVA;JUNIPER;personal-iub-3G;ge-/2/33.003;up
AVA;JUNIPER;personal-iub-3G;ge-/2/35.003;down
AVA;JUNIPER;personal-iub-3G;ge-/2/39.003;up
AVA;JUNIPER;personal-iub-3G;ge-0/0/6.432;up
AVA;JUNIPER;personal-iub-3G;ge-0/0/7.307;up
AVA;JUNIPER;personal-iub-3G;ge-0/0/8.422;up
AVA;JUNIPER;personal-iub-3G;ge-0/0/9.437;up
AVA;JUNIPER;personal-abi2G;ge-/0/6.428;up
AVA;JUNIPER;personal-abi2G;ge-/0/7.48;up
AVA;JUNIPER;personal-abi2G;ge-/0/8.453;up
AVA;JUNIPER;personal-abi2G;ge-/2/30.004;up
AVA;JUNIPER;personal-abi2G;ge-.004;up
AVA;JUNIPER;personal-abi2G;ge-/2/32.004;up
AVA;JUNIPER;personal-abi2G;ge-/2/33.004;up
AVA;JUNIPER;personal-abi2G;ge-/2/35.004;down
AVA;JUNIPER;personal-abi2G;ge-/2/39.004;up
AVA;JUNIPER;personal-abi2G;ge-0/0/6.433;up
AVA;JUNIPER;personal-abi2G;ge-0/0/7.308;up
AVA;JUNIPER;personal-abi2G;ge-0/0/8.423;up
AVA;JUNIPER;personal-abi2G;ge-0/0/9.438;up
AZU;JUNIPER;ACCESO;ge-/0/4.3000;up
AZU;JUNIPER;ACCESO;ge-/0/4.00;up
AZU;JUNIPER;ACCESO;ge-/0/4.002;up
AZU;JUNIPER;ACCESO;ge-/0/4.003;up
AZU;JUNIPER;ACCESO;ge-/0/4.004;up
BAL;JUNIPER;ACCESO;ge-2/0/0.3000;down
BAL;JUNIPER;ACCESO;ge-2/0/2.3000;up
BAL;JUNIPER;ACCESO;ge-2/0/3.3000;up
BAL;JUNIPER;ACCESO;ge-2/0/4.3000;up
BAL;JUNIPER;ACCESO;ge-2/0/0.00;down
BAL;JUNIPER;ACCESO;ge-2/0/2.00;up
BAL;JUNIPER;ACCESO;ge-2/0/3.00;up
BAL;JUNIPER;ACCESO;ge-2/0/4.00;up
BAL;JUNIPER;ACCESO;ge-2/0/0.002;down
BAL;JUNIPER;ACCESO;ge-2/0/2.002;up
BAL;JUNIPER;ACCESO;ge-2/0/3.002;up
BAL;JUNIPER;ACCESO;ge-2/0/4.002;up
BAL;JUNIPER;ACCESO;ge-2/0/0.003;down
BAL;JUNIPER;ACCESO;ge-2/0/2.003;up
BAL;JUNIPER;ACCESO;ge-2/0/3.003;up
BAL;JUNIPER;ACCESO;ge-2/0/4.003;up
BAL;JUNIPER;ACCESO;ge-2/0/0.004;down
BAL;JUNIPER;ACCESO;ge-2/0/2.004;up
BAL;JUNIPER;ACCESO;ge-2/0/3.004;up
BAL;JUNIPER;ACCESO;ge-2/0/4.004;up
BAL;JUNIPER;personal;ge-9/0/0.3000;down
BAL;JUNIPER;personal;ge-9//0.3000;down
BAL;JUNIPER;personal-SMME;ge-9/0/0.00;down
BAL;JUNIPER;personal-SMME;ge-9//0.00;down
BAL;JUNIPER;personal;ge-9/0/0.002;down
BAL;JUNIPER;personal;ge-9//0.002;down
BAL;JUNIPER;personal-iub-3G;ge-9/0/0.003;down
BAL;JUNIPER;personal-iub-3G;ge-9//0.003;down
BBO;JUNIPER;ACCESO;ge-/0/6.3000;up
BBO;JUNIPER;ACCESO;ge-/2/30.3000;up
BBO;JUNIPER;ACCESO;ge-.3000;up
BBO;JUNIPER;ACCESO;ge-/2/33.3000;up
BBO;JUNIPER;ACCESO;ge-/2/34.3000;up
BBO;JUNIPER;ACCESO;ge-/2/35.3000;up
BBO;JUNIPER;ACCESO;ge-/2/35.005;up
BBO;JUNIPER;ACCESO;ge-/2/35.00;up
BBO;JUNIPER;ACCESO;ge-/2/38.3000;up
BBO;JUNIPER;ACCESO;ge-2/0.3000;up
BBO;JUNIPER;ACCESO;ge-2/0.005;up
BBO;JUNIPER;ACCESO;ge-2/0/2.3000;down
BBO;JUNIPER;ACCESO;ge-2/0/3.3000;up
BBO;JUNIPER;ACCESO;ge-2/0/6.3000;up
BBO;JUNIPER;ACCESO;ge-0/0/0.3000;up
BBO;JUNIPER;ACCESO;ge-0/0.3000;up
BBO;JUNIPER;ACCESO;ge-0/0/8.3000;up
BBO;JUNIPER;ACCESO;ge-0/0/8.005;up
BBO;JUNIPER;ACCESO;ge-0/0/8.00;up
BBO;JUNIPER;ACCESO;ge-0//0.3000;up
BBO;JUNIPER;ACCESO;ge-0.3000;up
BBO;JUNIPER;ACCESO;ge-0//3.3000;up
BBO;JUNIPER;ACCESO;ge-0//5.3000;up
BBO;JUNIPER;ACCESO;ge-0//6.3000;up
BBO;JUNIPER;ACCESO;ge-0//7.3000;up
BBO;JUNIPER;ACCESO;ge-0//8.3000;up
BBO;JUNIPER;ACCESO;ge-0//8.005;up
BBO;JUNIPER;ACCESO;ge-0//9.3000;up
BBO;JUNIPER;ACCESO;ge-/0/6.00;up
BBO;JUNIPER;ACCESO;ge-/2/30.00;up
BBO;JUNIPER;ACCESO;ge-.00;up
BBO;JUNIPER;ACCESO;ge-/2/33.00;up
BBO;JUNIPER;ACCESO;ge-/2/34.00;up
BBO;JUNIPER;ACCESO;ge-/2/35.00;up
BBO;JUNIPER;ACCESO;ge-/2/35.006;up
BBO;JUNIPER;ACCESO;ge-/2/35.0;up
BBO;JUNIPER;ACCESO;ge-/2/38.00;up
BBO;JUNIPER;ACCESO;ge-2/0.00;up
BBO;JUNIPER;ACCESO;ge-2/0.006;up
BBO;JUNIPER;ACCESO;ge-2/0/2.00;down
BBO;JUNIPER;ACCESO;ge-2/0/3.00;up
BBO;JUNIPER;ACCESO;ge-2/0/6.00;up
BBO;JUNIPER;ACCESO;ge-0/0/0.00;up
BBO;JUNIPER;ACCESO;ge-0/0.00;up
BBO;JUNIPER;ACCESO;ge-0/0/8.00;up
BBO;JUNIPER;ACCESO;ge-0/0/8.006;up
BBO;JUNIPER;ACCESO;ge-0/0/8.0;up
BBO;JUNIPER;ACCESO;ge-0//0.00;up
BBO;JUNIPER;ACCESO;ge-0.00;up
BBO;JUNIPER;ACCESO;ge-0//3.00;up
BBO;JUNIPER;ACCESO;ge-0//5.00;up
BBO;JUNIPER;ACCESO;ge-0//6.00;up
BBO;JUNIPER;ACCESO;ge-0//7.00;up
BBO;JUNIPER;ACCESO;ge-0//8.00;up
BBO;JUNIPER;ACCESO;ge-0//8.006;up
BBO;JUNIPER;ACCESO;ge-0//9.00;up
BBO;JUNIPER;ACCESO;ge-/0/6.002;up
BBO;JUNIPER;ACCESO;ge-/2/30.002;up
BBO;JUNIPER;ACCESO;ge-.002;up
BBO;JUNIPER;ACCESO;ge-/2/33.002;up
BBO;JUNIPER;ACCESO;ge-/2/34.002;up
BBO;JUNIPER;ACCESO;ge-/2/35.002;up
BBO;JUNIPER;ACCESO;ge-/2/35.007;up
BBO;JUNIPER;ACCESO;ge-/2/35.02;up
BBO;JUNIPER;ACCESO;ge-/2/38.002;up
BBO;JUNIPER;ACCESO;ge-2/0.002;up
BBO;JUNIPER;ACCESO;ge-2/0.007;up
BBO;JUNIPER;ACCESO;ge-2/0/2.002;down
BBO;JUNIPER;ACCESO;ge-2/0/3.002;up
BBO;JUNIPER;ACCESO;ge-2/0/6.002;up
BBO;JUNIPER;ACCESO;ge-0/0/0.002;up
BBO;JUNIPER;ACCESO;ge-0/0.002;up
BBO;JUNIPER;ACCESO;ge-0/0/8.002;up
BBO;JUNIPER;ACCESO;ge-0/0/8.007;up
BBO;JUNIPER;ACCESO;ge-0/0/8.02;up
BBO;JUNIPER;ACCESO;ge-0//0.002;up
BBO;JUNIPER;ACCESO;ge-0.002;up
BBO;JUNIPER;ACCESO;ge-0//3.002;up
BBO;JUNIPER;ACCESO;ge-0//5.002;up
BBO;JUNIPER;ACCESO;ge-0//6.002;up
BBO;JUNIPER;ACCESO;ge-0//7.002;up
BBO;JUNIPER;ACCESO;ge-0//8.002;up
BBO;JUNIPER;ACCESO;ge-0//8.007;up
BBO;JUNIPER;ACCESO;ge-0//9.002;up
BBO;JUNIPER;ACCESO;ge-/0/6.003;up
BBO;JUNIPER;ACCESO;ge-/2/30.003;up
BBO;JUNIPER;ACCESO;ge-.003;up
BBO;JUNIPER;ACCESO;ge-/2/33.003;up
BBO;JUNIPER;ACCESO;ge-/2/34.003;up
BBO;JUNIPER;ACCESO;ge-/2/35.003;up
BBO;JUNIPER;ACCESO;ge-/2/35.008;up
BBO;JUNIPER;ACCESO;ge-/2/35.03;up
BBO;JUNIPER;ACCESO;ge-/2/38.003;up
BBO;JUNIPER;ACCESO;ge-2/0.003;up
BBO;JUNIPER;ACCESO;ge-2/0.008;up
BBO;JUNIPER;ACCESO;ge-2/0/2.003;down
BBO;JUNIPER;ACCESO;ge-2/0/3.003;up
BBO;JUNIPER;ACCESO;ge-2/0/6.003;up
BBO;JUNIPER;ACCESO;ge-0/0/0.003;up
BBO;JUNIPER;ACCESO;ge-0/0.003;up
BBO;JUNIPER;ACCESO;ge-0/0/8.003;up
BBO;JUNIPER;ACCESO;ge-0/0/8.008;up
BBO;JUNIPER;ACCESO;ge-0/0/8.03;up
BBO;JUNIPER;ACCESO;ge-0//0.003;up
BBO;JUNIPER;ACCESO;ge-0.003;up
BBO;JUNIPER;ACCESO;ge-0//3.003;up
BBO;JUNIPER;ACCESO;ge-0//5.003;up
BBO;JUNIPER;ACCESO;ge-0//6.003;up
BBO;JUNIPER;ACCESO;ge-0//7.003;up
BBO;JUNIPER;ACCESO;ge-0//8.003;up
BBO;JUNIPER;ACCESO;ge-0//8.008;up
BBO;JUNIPER;ACCESO;ge-0//9.003;up
BBO;JUNIPER;ACCESO;ge-/0/6.004;up
BBO;JUNIPER;ACCESO;ge-/2/30.004;up
BBO;JUNIPER;ACCESO;ge-.004;up
BBO;JUNIPER;ACCESO;ge-/2/33.004;up
BBO;JUNIPER;ACCESO;ge-/2/34.004;up
BBO;JUNIPER;ACCESO;ge-/2/35.004;up
BBO;JUNIPER;ACCESO;ge-/2/35.009;up
BBO;JUNIPER;ACCESO;ge-/2/35.04;up
BBO;JUNIPER;ACCESO;ge-/2/38.004;up
BBO;JUNIPER;ACCESO;ge-2/0.004;up
BBO;JUNIPER;ACCESO;ge-2/0.009;up
BBO;JUNIPER;ACCESO;ge-2/0/2.004;down
BBO;JUNIPER;ACCESO;ge-2/0/3.004;up
BBO;JUNIPER;ACCESO;ge-2/0/6.004;up
BBO;JUNIPER;ACCESO;ge-0/0/0.004;up
BBO;JUNIPER;ACCESO;ge-0/0.004;up
BBO;JUNIPER;ACCESO;ge-0/0/8.004;up
BBO;JUNIPER;ACCESO;ge-0/0/8.009;up
BBO;JUNIPER;ACCESO;ge-0/0/8.04;up
BBO;JUNIPER;ACCESO;ge-0//0.004;up
BBO;JUNIPER;ACCESO;ge-0.004;up
BBO;JUNIPER;ACCESO;ge-0//3.004;up
BBO;JUNIPER;ACCESO;ge-0//5.004;up
BBO;JUNIPER;ACCESO;ge-0//6.004;up
BBO;JUNIPER;ACCESO;ge-0//7.004;up
BBO;JUNIPER;ACCESO;ge-0//8.004;up
BBO;JUNIPER;ACCESO;ge-0//8.009;up
BBO;JUNIPER;ACCESO;ge-0//9.004;up
BBO;JUNIPER;personal;ge-/0.3000;up
BBO;JUNIPER;personal;ge-/0/2.3000;up
BBO;JUNIPER;personal;ge-/0/3.3000;up
BBO;JUNIPER;personal;ge-/2/32.3000;up
BBO;JUNIPER;personal-SMME;ge-/0.00;up
BBO;JUNIPER;personal-SMME;ge-/0/2.00;up
BBO;JUNIPER;personal-SMME;ge-/0/3.00;up
BBO;JUNIPER;personal-SMME;ge-/2/32.00;up
BBO;JUNIPER;personal;ge-/0.002;up
BBO;JUNIPER;personal;ge-/0/2.002;up
BBO;JUNIPER;personal;ge-/0/3.002;up
BBO;JUNIPER;personal;ge-/2/32.002;up
BBO;JUNIPER;personal-iub-3G;ge-/0.003;up
BBO;JUNIPER;personal-iub-3G;ge-/0/2.003;up
BBO;JUNIPER;personal-iub-3G;ge-/0/3.003;up
BBO;JUNIPER;personal-iub-3G;ge-/2/32.003;up
BBO;JUNIPER;personal-abi2G;ge-/0.004;up
BBO;JUNIPER;personal-abi2G;ge-/0/2.004;up
BBO;JUNIPER;personal-abi2G;ge-/0/3.004;up
BBO;JUNIPER;personal-abi2G;ge-/2/32.004;up
BCE;JUNIPER;ACCESO;ge-0/3/6.3000;up
BCE;JUNIPER;ACCESO;ge-0/3/6.00;up
BCE;JUNIPER;ACCESO;ge-0/3/6.002;up
BCE;JUNIPER;ACCESO;ge-0/3/6.003;up
BCE;JUNIPER;ACCESO;ge-0/3/6.004;up
BEL;JUNIPER;personal;ge-2/0/0.3000;up
BEL;JUNIPER;personal;ge-2/0/3.3000;up
BEL;JUNIPER;personal;ge-2.089;up
BEL;JUNIPER;personal;ge-2//2.3000;up
BEL;JUNIPER;personal;ge-2//3.3000;up
BEL;JUNIPER;personal;ge-2//4.3000;up
BEL;JUNIPER;personal;ge-2//5.3000;up
BEL;JUNIPER;personal;ge-2//7.3000;up
BEL;JUNIPER;personal;ge-2//9.3000;up
BEL;JUNIPER;personal;ge-9/0/4.3000;up
BEL;JUNIPER;personal-SMME;ge-2/0/0.00;up
BEL;JUNIPER;personal-SMME;ge-2/0/3.00;up
BEL;JUNIPER;personal-SMME;ge-2.090;up
BEL;JUNIPER;personal-SMME;ge-2//2.00;up
BEL;JUNIPER;personal-SMME;ge-2//3.00;up
BEL;JUNIPER;personal-SMME;ge-2//4.00;up
BEL;JUNIPER;personal-SMME;ge-2//5.00;up
BEL;JUNIPER;personal-SMME;ge-2//7.00;up
BEL;JUNIPER;personal-SMME;ge-2//9.00;up
BEL;JUNIPER;personal-SMME;ge-9/0/4.00;up
BEL;JUNIPER;personal;ge-2/0/0.002;up
BEL;JUNIPER;personal;ge-2/0/3.002;up
BEL;JUNIPER;personal;ge-2.09;up
BEL;JUNIPER;personal;ge-2//2.002;up
BEL;JUNIPER;personal;ge-2//3.002;up
BEL;JUNIPER;personal;ge-2//4.002;up
BEL;JUNIPER;personal;ge-2//5.002;up
BEL;JUNIPER;personal;ge-2//7.002;up
BEL;JUNIPER;personal;ge-2//9.002;up
BEL;JUNIPER;personal;ge-9/0/4.002;up
BEL;JUNIPER;personal-iub-3G;ge-2/0/0.003;up
BEL;JUNIPER;personal-iub-3G;ge-2/0/3.003;up
BEL;JUNIPER;personal-iub-3G;ge-2.092;up
BEL;JUNIPER;personal-iub-3G;ge-2//2.003;up
BEL;JUNIPER;personal-iub-3G;ge-2//3.003;up
BEL;JUNIPER;personal-iub-3G;ge-2//4.003;up
BEL;JUNIPER;personal-iub-3G;ge-2//5.003;up
BEL;JUNIPER;personal-iub-3G;ge-2//7.003;up
BEL;JUNIPER;personal-iub-3G;ge-2//9.003;up
BEL;JUNIPER;personal-iub-3G;ge-9/0/4.003;up
BEL;JUNIPER;personal-abi2G;ge-2/0/0.004;up
BEL;JUNIPER;personal-abi2G;ge-2/0/3.004;up
BEL;JUNIPER;personal-abi2G;ge-2.093;up
BEL;JUNIPER;personal-abi2G;ge-2//2.004;up
BEL;JUNIPER;personal-abi2G;ge-2//3.004;up
BEL;JUNIPER;personal-abi2G;ge-2//4.004;up
BEL;JUNIPER;personal-abi2G;ge-2//5.004;up
BEL;JUNIPER;personal-abi2G;ge-2//7.004;up
BEL;JUNIPER;personal-abi2G;ge-2//9.004;up
BEL;JUNIPER;personal-abi2G;ge-9/0/4.004;up
BER;JUNIPER;ACCESO;ge-/0/5.3000;down
BER;JUNIPER;ACCESO;ge-/2/37.3000;up
BER;JUNIPER;ACCESO;ge-/0/5.00;down
BER;JUNIPER;ACCESO;ge-/2/37.00;up
BER;JUNIPER;ACCESO;ge-/0/5.002;down
BER;JUNIPER;ACCESO;ge-/2/37.002;up
BER;JUNIPER;ACCESO;ge-/0/5.003;down
BER;JUNIPER;ACCESO;ge-/2/37.003;up
BER;JUNIPER;ACCESO;ge-/0/5.004;down
BER;JUNIPER;ACCESO;ge-/2/37.004;up
BER;JUNIPER;personal;ge-/0/6.3000;up
BER;JUNIPER;personal;ge-/0/7.3000;up
BER;JUNIPER;personal;ge-/0/8.3000;up
BER;JUNIPER;personal;ge-/0/9.3000;up
BER;JUNIPER;personal;ge-/2/35.3000;up
BER;JUNIPER;personal;ge-/2/36.3000;up
BER;JUNIPER;personal;ge-/2/37.005;up
BER;JUNIPER;personal;ge-/2/38.3000;up
BER;JUNIPER;personal;ge-/2/39.3000;up
BER;JUNIPER;personal;ge-/2/39.005;up
BER;JUNIPER;personal-SMME;ge-/0/6.00;up
BER;JUNIPER;personal-SMME;ge-/0/7.00;up
BER;JUNIPER;personal-SMME;ge-/0/8.00;up
BER;JUNIPER;personal-SMME;ge-/0/9.00;up
BER;JUNIPER;personal-SMME;ge-/2/35.00;up
BER;JUNIPER;personal-SMME;ge-/2/36.00;up
BER;JUNIPER;personal-SMME;ge-/2/37.006;up
BER;JUNIPER;personal-SMME;ge-/2/38.00;up
BER;JUNIPER;personal-SMME;ge-/2/39.00;up
BER;JUNIPER;personal-SMME;ge-/2/39.006;up
BER;JUNIPER;personal;ge-/0/6.002;up
BER;JUNIPER;personal;ge-/0/7.002;up
BER;JUNIPER;personal;ge-/0/8.002;up
BER;JUNIPER;personal;ge-/0/9.002;up
BER;JUNIPER;personal;ge-/2/35.002;up
BER;JUNIPER;personal;ge-/2/36.002;up
BER;JUNIPER;personal;ge-/2/37.007;up
BER;JUNIPER;personal;ge-/2/38.002;up
BER;JUNIPER;personal;ge-/2/39.002;up
BER;JUNIPER;personal;ge-/2/39.007;up
BER;JUNIPER;personal-iub-3G;ge-/0/6.003;up
BER;JUNIPER;personal-iub-3G;ge-/0/7.003;up
BER;JUNIPER;personal-iub-3G;ge-/0/8.003;up
BER;JUNIPER;personal-iub-3G;ge-/0/9.003;up
BER;JUNIPER;personal-iub-3G;ge-/2/35.003;up
BER;JUNIPER;personal-iub-3G;ge-/2/36.003;up
BER;JUNIPER;personal-iub-3G;ge-/2/37.008;up
BER;JUNIPER;personal-iub-3G;ge-/2/38.003;up
BER;JUNIPER;personal-iub-3G;ge-/2/39.003;up
BER;JUNIPER;personal-iub-3G;ge-/2/39.008;up
BER;JUNIPER;personal-abi2G;ge-/0/6.004;up
BER;JUNIPER;personal-abi2G;ge-/0/7.004;up
BER;JUNIPER;personal-abi2G;ge-/0/8.004;up
BER;JUNIPER;personal-abi2G;ge-/0/9.004;up
BER;JUNIPER;personal-abi2G;ge-/2/35.004;up
BER;JUNIPER;personal-abi2G;ge-/2/36.004;up
BER;JUNIPER;personal-abi2G;ge-/2/37.009;up
BER;JUNIPER;personal-abi2G;ge-/2/38.004;up
BER;JUNIPER;personal-abi2G;ge-/2/39.004;up
BER;JUNIPER;personal-abi2G;ge-/2/39.009;up
BON;JUNIPER;ACCESO;xe-2/3.3000;up
BON;JUNIPER;ACCESO;xe-2/3.00;up
BON;JUNIPER;ACCESO;xe-2/3.002;up
BON;JUNIPER;ACCESO;xe-2/3.003;up
BON;JUNIPER;ACCESO;xe-2/3.004;up
BON;JUNIPER;personal;ge-/0/3.3000;up
BON;JUNIPER;personal;ge-/0/5.3000;up
BON;JUNIPER;personal;ge-/0/8.3000;up
BON;JUNIPER;personal;xe-2/3.00;up
BON;JUNIPER;personal;ge-0/0/7.3000;up
BON;JUNIPER;personal;ge-0/0/8.3000;up
BON;JUNIPER;personal-SMME;ge-/0/3.00;up
BON;JUNIPER;personal-SMME;ge-/0/5.00;up
BON;JUNIPER;personal-SMME;ge-/0/8.00;up
BON;JUNIPER;personal-SMME;xe-2/3.0;up
BON;JUNIPER;personal-SMME;ge-0/0/7.00;up
BON;JUNIPER;personal-SMME;ge-0/0/8.00;up
BON;JUNIPER;personal;ge-/0/3.002;up
BON;JUNIPER;personal;ge-/0/5.002;up
BON;JUNIPER;personal;ge-/0/8.002;up
BON;JUNIPER;personal;ge-0/0/7.002;up
BON;JUNIPER;personal;ge-0/0/8.002;up
BON;JUNIPER;personal-iub-3G;ge-/0/3.003;up
BON;JUNIPER;personal-iub-3G;ge-/0/5.003;up
BON;JUNIPER;personal-iub-3G;ge-/0/8.003;up
BON;JUNIPER;personal-iub-3G;ge-0/0/7.003;up
BON;JUNIPER;personal-iub-3G;ge-0/0/8.003;up
BON;JUNIPER;personal-abi2G;ge-/0/3.004;up
BON;JUNIPER;personal-abi2G;ge-/0/5.004;up
BON;JUNIPER;personal-abi2G;ge-/0/8.004;up
BON;JUNIPER;personal-abi2G;ge-0/0/7.004;up
BON;JUNIPER;personal-abi2G;ge-0/0/8.004;up
BZA;JUNIPER;ACCESO;ge-/0/4.3000;up
BZA;JUNIPER;ACCESO;ge-/0/4.005;up
BZA;JUNIPER;ACCESO;ge-/0/7.3000;up
BZA;JUNIPER;ACCESO;ge-/0/8.3000;down
BZA;JUNIPER;ACCESO;ge-/0/4.00;up
BZA;JUNIPER;ACCESO;ge-/0/4.006;up
BZA;JUNIPER;ACCESO;ge-/0/7.00;up
BZA;JUNIPER;ACCESO;ge-/0/8.00;down
BZA;JUNIPER;ACCESO;ge-/0/4.002;up
BZA;JUNIPER;ACCESO;ge-/0/4.007;up
BZA;JUNIPER;ACCESO;ge-/0/7.002;up
BZA;JUNIPER;ACCESO;ge-/0/8.002;down
BZA;JUNIPER;ACCESO;ge-/0/4.003;up
